filename,full_path,lf_lsn,usn_usn,confidence_pct,usn_event_time,lf_event,lf_detail,usn_event_info,zero_in_nanoseconds,zero_in_nanoseconds_lf,time_reversal_event,basic_info_changed,cross_artifact_validation_score,cross_artifact_detected,has_logfile_evidence,has_usnjrnl_evidence,lf_creation_time,lf_modified_time,lf_accessed_time,lf_mft_modified_time,timestamp_changed_to_past,using_another_timestamp,modified_creationtime,modified_modifiedtime,modified_accessedtime,zero_nano_time_reversal,path_depth,filename_length,is_executable,is_document,is_archive,is_image
OneDriveMedTile.contrast-black_scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-125.png,6282912187.0,997517120.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-black_scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-150.png,6282913452.0,997518296.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-black_scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-200.png,6282915305.0,997519664.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-black_scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-black_scale-400.png,6282916609.0,997520728.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-white_scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-100.png,6282919043.0,997522128.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-white_scale-125.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-125.png,6282920803.0,997523568.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-white_scale-150.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-150.png,6282922167.0,997524632.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-white_scale-200.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-200.png,6282923309.0,997525696.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.contrast-white_scale-400.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.contrast-white_scale-400.png,6282924462.0,997526760.0,99.00761744518758,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,44,False,False,False,True
OneDriveMedTile.scale-100.png,\Program Files\Microsoft OneDrive\LogoImages\OneDriveMedTile.scale-100.png,6282926329.0,997528032.0,98.64680877984493,1/5/23 22:09,Time Reversal Event,ModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23/ MFTModifiedTime : 2023-01-05 22:09:31 -> 2023-01-05 22:09:23,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,False,False,True,True,1.0,True,True,True,,,,,False,False,False,True,False,False,4,29,False,False,False,True
