source,lsn/usn,category,detail
usnjrnl,1717083064,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.64.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:48) != (Creation Event Time : 2023-12-26 22:59:48))"""
usnjrnl,1717115440,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.223041.336.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:59:51))"""
usnjrnl,1717116160,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.231817.373.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 22:59:51))"""
usnjrnl,1717120792,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.002741.788.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 23:45:49) != (Creation Event Time : 2023-12-26 23:28:05))"""
usnjrnl,1754197344,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.77.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754198160,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.78.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754198880,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.79.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754199600,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.80.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754200320,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.81.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754201040,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.82.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754201760,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.83.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754202544,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.84.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754203264,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.85.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754203984,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.86.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754204704,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.87.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754205424,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.88.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754206208,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.89.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754206928,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754207648,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.2.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754208368,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.175817.420.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754209088,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.181843.333.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754209808,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.183040.874.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754210592,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.184944.109.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754211312,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.191048.081.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754212032,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.193041.301.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754212752,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.203041.323.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754213472,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.213041.312.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754214192,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.223041.336.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754214976,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.231817.373.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754215696,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.235013.988.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754216504,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231226.000148.623.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754217432,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231226.001944.806.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754218152,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231226.005434.402.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754218928,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231226.010558.490.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754219648,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.004534.197.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754221088,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.024016.873.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754221808,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.034017.132.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754222592,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.040129.253.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754223312,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.044017.181.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754224032,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.054017.182.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754224752,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.064017.196.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754225472,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.074017.195.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754226192,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.083512.034.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754226976,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.084749.101.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754227696,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.094749.424.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754228416,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.104749.422.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754229136,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.114749.422.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754229856,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.123941.413.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754230576,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.131751.671.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754231360,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.141751.921.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754232080,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.151751.922.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754232976,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.161216.280.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754234504,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.173344.426.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754235312,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.183344.727.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754236032,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.193344.723.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754236752,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.203344.753.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754237472,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.213344.760.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754238192,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.223344.729.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754238976,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.020554.227.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754239696,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.102219.679.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754240416,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.112814.052.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754241400,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.122814.011.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754242840,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.142814.057.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754243648,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.152814.063.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754244368,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.162814.074.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754245088,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.172814.102.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754245808,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.182814.085.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754248032,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.212814.155.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754249472,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.232814.168.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754250616,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20240101.005220.500.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 23:52:21) != (Creation Event Time : 2023-12-31 01:15:23))"""
usnjrnl,1754768728,Timestamp Manipulation,"[Malicious] $SI, $FN timestamp of SetMACE_SI_FN_MACE_Manipulation.dll"" have been manipulated after executing SetMace. => (Basic_Info_Changed -> File Move -> Basic_Info_Changed), ((CreationTime : 2022-12-22 23:19:23) != (Creation Event Time : 2023-12-31 23:57:59))"""
